Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
14807,2023-02-24,Cust-347,3002,Headphones,Accessories,3,50,150,PayPal,Failed,Australia,Australia
14808,2023-07-10,Cust-991,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Failed,India,Asia
14809,2023-08-28,Cust-248,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,Brazil,South America
14810,2023-03-27,Cust-760,3002,Headphones,Accessories,2,50,100,PayPal,Failed,Canada,North America
14811,2023-08-13,Cust-237,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,Japan,Asia
14812,2023-06-18,Cust-592,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,Japan,Asia
14813,2023-02-28,Cust-337,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,South Africa,Africa
14814,2023-06-12,Cust-390,3003,Smartphone,Electronics,2,700,1400,PayPal,Completed,Japan,Asia
14815,2023-05-01,Cust-847,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,Germany,Europe
14816,2023-08-28,Cust-217,3002,Headphones,Accessories,5,50,250,PayPal,Failed,Canada,North America
14817,2023-10-01,Cust-115,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,Canada,North America
14818,2023-11-06,Cust-957,3001,Laptop,Electronics,1,1000,1000,PayPal,Pending,USA,North America
14819,2023-09-11,Cust-207,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Pending,Australia,Australia
14820,2023-06-30,Cust-928,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,Germany,Europe
14821,2023-10-04,Cust-832,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Brazil,South America
14822,2023-09-20,Cust-393,3005,Smartwatch,Accessories,2,200,400,Credit Card,Completed,South Africa,Africa
14823,2023-05-27,Cust-223,3001,Laptop,Electronics,2,1000,2000,Credit Card,Pending,UK,Europe
14824,2023-07-04,Cust-294,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,UK,Europe
14825,2023-09-24,Cust-911,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,France,Europe
14826,2023-11-23,Cust-334,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,France,Europe
14827,2023-12-26,Cust-346,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Failed,South Africa,Africa
14828,2023-06-25,Cust-776,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Germany,Europe
14829,2023-06-17,Cust-72,3003,Smartphone,Electronics,2,700,1400,PayPal,Completed,Canada,North America
14830,2023-05-11,Cust-876,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Pending,Brazil,South America
14831,2023-06-14,Cust-802,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Failed,Germany,Europe
14832,2023-12-04,Cust-736,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,India,Asia
14833,2023-11-24,Cust-387,3001,Laptop,Electronics,2,1000,2000,PayPal,Failed,Germany,Europe
14834,2023-04-06,Cust-643,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,Germany,Europe
14835,2023-03-27,Cust-15,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,Japan,Asia
14836,2023-01-11,Cust-107,3004,Tablet,Electronics,2,300,600,Credit Card,Pending,Australia,Australia
14837,2023-10-11,Cust-367,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,South Africa,Africa
14838,2023-09-10,Cust-924,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,Japan,Asia
14839,2023-05-23,Cust-661,3004,Tablet,Electronics,1,300,300,PayPal,Failed,Australia,Australia
14840,2023-08-12,Cust-543,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Australia,Australia
14841,2023-11-30,Cust-663,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,South Africa,Africa
14842,2023-08-02,Cust-985,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,Canada,North America
14843,2023-08-20,Cust-9,3003,Smartphone,Electronics,3,700,2100,PayPal,Pending,France,Europe
14844,2023-04-07,Cust-307,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Completed,UK,Europe
14845,2023-01-18,Cust-647,3002,Headphones,Accessories,3,50,150,PayPal,Failed,Australia,Australia
14846,2023-10-02,Cust-862,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,South Africa,Africa
14847,2023-10-28,Cust-896,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,USA,North America
14848,2023-05-20,Cust-414,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,Germany,Europe
14849,2023-12-17,Cust-426,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Completed,Brazil,South America
14850,2023-04-16,Cust-130,3001,Laptop,Electronics,1,1000,1000,Credit Card,Completed,France,Europe
14851,2023-06-25,Cust-336,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,USA,North America
14852,2023-10-04,Cust-769,3003,Smartphone,Electronics,2,700,1400,PayPal,Pending,South Africa,Africa
14853,2023-12-10,Cust-475,3002,Headphones,Accessories,2,50,100,Credit Card,Pending,Australia,Australia
14854,2023-09-07,Cust-656,3001,Laptop,Electronics,2,1000,2000,PayPal,Completed,Australia,Australia
14855,2023-11-06,Cust-952,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,Australia,Australia
14856,2023-07-20,Cust-992,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,South Africa,Africa
14857,2023-01-07,Cust-892,3002,Headphones,Accessories,4,50,200,PayPal,Failed,South Africa,Africa
14858,2023-11-12,Cust-227,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,Australia,Australia
14859,2023-01-27,Cust-454,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,France,Europe
14860,2023-11-05,Cust-865,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,Japan,Asia
14861,2023-05-31,Cust-876,3002,Headphones,Accessories,3,50,150,PayPal,Pending,South Africa,Africa
14862,2023-06-24,Cust-492,3002,Headphones,Accessories,1,50,50,PayPal,Failed,UK,Europe
14863,2023-08-04,Cust-679,3001,Laptop,Electronics,4,1000,4000,Credit Card,Failed,Japan,Asia
14864,2023-01-22,Cust-220,3002,Headphones,Accessories,5,50,250,PayPal,Pending,Canada,North America
14865,2023-11-29,Cust-47,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,UK,Europe
14866,2023-07-17,Cust-865,3001,Laptop,Electronics,2,1000,2000,PayPal,Completed,Australia,Australia
14867,2023-09-20,Cust-316,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Pending,India,Asia
14868,2023-03-19,Cust-43,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,UK,Europe
14869,2023-06-30,Cust-202,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,Japan,Asia
14870,2023-09-05,Cust-142,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,France,Europe
14871,2023-12-18,Cust-521,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,Australia,Australia
14872,2023-12-15,Cust-888,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,France,Europe
14873,2023-11-23,Cust-674,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Failed,South Africa,Africa
14874,2023-10-15,Cust-4,3003,Smartphone,Electronics,5,700,3500,Credit Card,Failed,Canada,North America
14875,2023-05-21,Cust-706,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,Japan,Asia
14876,2023-01-09,Cust-499,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,Australia,Australia
14877,2023-07-23,Cust-24,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,USA,North America
14878,2023-11-15,Cust-450,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,India,Asia
14879,2023-05-12,Cust-428,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,France,Europe
14880,2023-12-24,Cust-738,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,UK,Europe
14881,2023-05-28,Cust-165,3001,Laptop,Electronics,4,1000,4000,Credit Card,Completed,UK,Europe
14882,2023-06-02,Cust-312,3003,Smartphone,Electronics,5,700,3500,Credit Card,Failed,Germany,Europe
14883,2023-11-14,Cust-692,3004,Tablet,Electronics,3,300,900,PayPal,Failed,Canada,North America
14884,2023-01-22,Cust-972,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,UK,Europe
14885,2023-01-28,Cust-340,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,Brazil,South America
14886,2023-06-15,Cust-154,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Pending,Japan,Asia
14887,2023-12-30,Cust-681,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,Canada,North America
14888,2023-06-06,Cust-685,3002,Headphones,Accessories,1,50,50,PayPal,Failed,India,Asia
14889,2023-04-21,Cust-567,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,Brazil,South America
14890,2023-10-02,Cust-800,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,India,Asia
14891,2023-01-12,Cust-179,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,USA,North America
14892,2023-09-15,Cust-19,3003,Smartphone,Electronics,1,700,700,PayPal,Pending,Brazil,South America
14893,2023-07-29,Cust-793,3001,Laptop,Electronics,2,1000,2000,PayPal,Failed,Germany,Europe
14894,2023-11-02,Cust-125,3003,Smartphone,Electronics,3,700,2100,PayPal,Completed,India,Asia
14895,2023-09-21,Cust-478,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,USA,North America
14896,2023-09-02,Cust-370,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,Canada,North America
14897,2023-08-22,Cust-24,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,Japan,Asia
14898,2023-12-10,Cust-375,3002,Headphones,Accessories,3,50,150,PayPal,Completed,USA,North America
14899,2023-10-16,Cust-656,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,South Africa,Africa
14900,2023-10-22,Cust-84,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,UK,Europe
14901,2023-02-24,Cust-359,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,South Africa,Africa
14902,2023-04-17,Cust-248,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,Australia,Australia
14903,2023-12-01,Cust-436,3004,Tablet,Electronics,3,300,900,Credit Card,Failed,Brazil,South America
14904,2023-06-14,Cust-740,3001,Laptop,Electronics,1,1000,1000,PayPal,Pending,Australia,Australia
14905,2023-02-04,Cust-115,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,Japan,Asia
14906,2023-06-25,Cust-900,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,USA,North America
14907,2023-11-26,Cust-752,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,France,Europe
14908,2023-12-13,Cust-795,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,USA,North America
14909,2023-01-07,Cust-200,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,France,Europe
14910,2023-06-13,Cust-554,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,South Africa,Africa
14911,2023-07-27,Cust-76,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,South Africa,Africa
14912,2023-11-17,Cust-217,3005,Smartwatch,Accessories,3,200,600,Credit Card,Completed,France,Europe
14913,2023-08-11,Cust-35,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,USA,North America
14914,2023-01-16,Cust-39,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Canada,North America
14915,2023-05-20,Cust-3,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,USA,North America
14916,2023-03-12,Cust-647,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,Brazil,South America
14917,2023-02-07,Cust-128,3002,Headphones,Accessories,1,50,50,Bank Transfer,Completed,Australia,Australia
14918,2023-11-29,Cust-276,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,India,Asia
14919,2023-07-14,Cust-718,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Failed,Brazil,South America
14920,2023-05-16,Cust-341,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,Canada,North America
14921,2023-01-15,Cust-835,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Pending,Japan,Asia
14922,2023-04-16,Cust-402,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,Australia,Australia
14923,2023-05-13,Cust-381,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,Brazil,South America
14924,2023-02-27,Cust-863,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,USA,North America
14925,2023-03-06,Cust-730,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,Japan,Asia
14926,2023-05-15,Cust-820,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,USA,North America
14927,2023-01-23,Cust-678,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,France,Europe
14928,2023-09-19,Cust-793,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,South Africa,Africa
14929,2023-06-24,Cust-220,3003,Smartphone,Electronics,1,700,700,PayPal,Pending,Germany,Europe
14930,2023-11-05,Cust-990,3005,Smartwatch,Accessories,2,200,400,Credit Card,Failed,USA,North America
14931,2023-05-17,Cust-865,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,USA,North America
14932,2023-04-19,Cust-836,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Canada,North America
14933,2023-02-26,Cust-809,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Germany,Europe
14934,2023-09-11,Cust-62,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,UK,Europe
14935,2023-08-30,Cust-457,3004,Tablet,Electronics,1,300,300,Bank Transfer,Pending,South Africa,Africa
14936,2023-08-02,Cust-576,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Australia,Australia
14937,2023-09-11,Cust-290,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Completed,South Africa,Africa
14938,2023-07-13,Cust-121,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,USA,North America
14939,2023-02-20,Cust-733,3001,Laptop,Electronics,1,1000,1000,Credit Card,Pending,UK,Europe
14940,2023-04-28,Cust-74,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,Japan,Asia
14941,2023-01-02,Cust-500,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,Japan,Asia
14942,2023-05-03,Cust-38,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,UK,Europe
14943,2023-03-09,Cust-511,3003,Smartphone,Electronics,2,700,1400,PayPal,Completed,Japan,Asia
14944,2023-04-15,Cust-260,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,Australia,Australia
14945,2023-12-07,Cust-849,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,South Africa,Africa
14946,2023-06-27,Cust-461,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,Canada,North America
14947,2023-07-05,Cust-883,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,South Africa,Africa
14948,2023-05-08,Cust-130,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,France,Europe
14949,2023-03-31,Cust-684,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,France,Europe
14950,2023-03-09,Cust-793,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,Canada,North America
14951,2023-05-14,Cust-743,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,South Africa,Africa
14952,2023-05-09,Cust-984,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Pending,Canada,North America
14953,2023-06-04,Cust-951,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Brazil,South America
14954,2023-11-18,Cust-920,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,Canada,North America
14955,2023-04-17,Cust-136,3004,Tablet,Electronics,1,300,300,Credit Card,Completed,South Africa,Africa
14956,2023-03-31,Cust-858,3004,Tablet,Electronics,3,300,900,PayPal,Completed,Germany,Europe
14957,2023-04-17,Cust-632,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Completed,Canada,North America
14958,2023-12-08,Cust-894,3002,Headphones,Accessories,5,50,250,Credit Card,Pending,India,Asia
14959,2023-08-24,Cust-960,3004,Tablet,Electronics,1,300,300,Bank Transfer,Completed,India,Asia
14960,2023-07-31,Cust-218,3005,Smartwatch,Accessories,3,200,600,Credit Card,Completed,Brazil,South America
14961,2023-05-31,Cust-384,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,India,Asia
14962,2023-07-29,Cust-261,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Completed,USA,North America
14963,2023-11-01,Cust-445,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Completed,Brazil,South America
14964,2023-02-04,Cust-810,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,Australia,Australia
14965,2023-05-10,Cust-124,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,USA,North America
14966,2023-04-24,Cust-11,3002,Headphones,Accessories,1,50,50,PayPal,Completed,South Africa,Africa
14967,2023-11-07,Cust-657,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,France,Europe
14968,2023-04-30,Cust-808,3001,Laptop,Electronics,4,1000,4000,Credit Card,Completed,Germany,Europe
14969,2023-01-08,Cust-517,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,Japan,Asia
14970,2023-05-18,Cust-521,3004,Tablet,Electronics,2,300,600,PayPal,Failed,Canada,North America
14971,2023-01-25,Cust-230,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,Brazil,South America
14972,2023-04-14,Cust-84,3001,Laptop,Electronics,2,1000,2000,PayPal,Completed,UK,Europe
14973,2023-01-27,Cust-820,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,South Africa,Africa
14974,2023-06-26,Cust-567,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,South Africa,Africa
14975,2023-09-12,Cust-21,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,South Africa,Africa
14976,2023-07-27,Cust-968,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,UK,Europe
14977,2023-01-25,Cust-430,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,India,Asia
14978,2023-11-25,Cust-178,3003,Smartphone,Electronics,1,700,700,PayPal,Completed,India,Asia
14979,2023-04-02,Cust-270,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,South Africa,Africa
14980,2023-09-28,Cust-654,3002,Headphones,Accessories,4,50,200,Bank Transfer,Pending,UK,Europe
14981,2023-07-22,Cust-569,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Failed,South Africa,Africa
14982,2023-07-27,Cust-866,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,Japan,Asia
14983,2023-04-10,Cust-629,3003,Smartphone,Electronics,3,700,2100,PayPal,Completed,Australia,Australia
14984,2023-09-11,Cust-122,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,Australia,Australia
14985,2023-12-08,Cust-295,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,India,Asia
14986,2023-10-18,Cust-222,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Pending,France,Europe
14987,2023-04-06,Cust-302,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,Canada,North America
14988,2023-06-01,Cust-51,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,India,Asia
14989,2023-07-27,Cust-922,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,UK,Europe
14990,2023-04-02,Cust-508,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,Japan,Asia
14991,2023-09-29,Cust-380,3004,Tablet,Electronics,2,300,600,PayPal,Pending,South Africa,Africa
14992,2023-09-15,Cust-643,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,UK,Europe
14993,2023-02-01,Cust-834,3003,Smartphone,Electronics,5,700,3500,Credit Card,Pending,USA,North America
14994,2023-02-04,Cust-373,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,Germany,Europe
14995,2023-01-09,Cust-132,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,India,Asia
14996,2023-04-21,Cust-583,3003,Smartphone,Electronics,3,700,2100,Credit Card,Pending,France,Europe
14997,2023-10-13,Cust-187,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Failed,Japan,Asia
14998,2023-12-11,Cust-10,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,Japan,Asia
14999,2023-04-09,Cust-883,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,South Africa,Africa
15000,2023-02-22,Cust-582,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,USA,North America
15001,2023-09-02,Cust-843,3003,Smartphone,Electronics,2,700,1400,PayPal,Completed,India,Asia
15002,2023-08-06,Cust-708,3001,Laptop,Electronics,3,1000,3000,PayPal,Failed,South Africa,Africa
15003,2023-11-23,Cust-332,3003,Smartphone,Electronics,1,700,700,Credit Card,Pending,South Africa,Africa
15004,2023-05-04,Cust-428,3001,Laptop,Electronics,3,1000,3000,PayPal,Failed,Brazil,South America
15005,2023-02-16,Cust-715,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,Canada,North America
15006,2023-04-21,Cust-954,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,USA,North America
15007,2023-06-02,Cust-769,3003,Smartphone,Electronics,1,700,700,Credit Card,Completed,USA,North America
15008,2023-04-08,Cust-663,3001,Laptop,Electronics,5,1000,5000,PayPal,Pending,Japan,Asia
15009,2023-01-08,Cust-325,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Pending,France,Europe
15010,2023-01-26,Cust-217,3002,Headphones,Accessories,1,50,50,PayPal,Completed,USA,North America
15011,2023-09-07,Cust-841,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,France,Europe
15012,2023-10-30,Cust-621,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,Canada,North America
15013,2023-01-24,Cust-308,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,India,Asia
15014,2023-09-09,Cust-729,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,India,Asia
15015,2023-03-19,Cust-252,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,India,Asia
15016,2023-04-10,Cust-626,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,UK,Europe
15017,2023-10-18,Cust-810,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,Canada,North America
15018,2023-03-04,Cust-766,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,France,Europe
15019,2023-08-27,Cust-120,3002,Headphones,Accessories,5,50,250,Credit Card,Failed,France,Europe
15020,2023-03-28,Cust-465,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,UK,Europe
15021,2023-07-30,Cust-721,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,Japan,Asia
15022,2023-10-21,Cust-776,3002,Headphones,Accessories,4,50,200,PayPal,Pending,France,Europe
15023,2023-05-21,Cust-409,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,Brazil,South America
15024,2023-06-06,Cust-583,3001,Laptop,Electronics,2,1000,2000,Credit Card,Pending,France,Europe
15025,2023-03-20,Cust-798,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Australia,Australia
15026,2023-05-14,Cust-565,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,Germany,Europe
15027,2023-06-28,Cust-295,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,Australia,Australia
15028,2023-05-19,Cust-332,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,France,Europe
15029,2023-07-25,Cust-488,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,Australia,Australia
15030,2023-04-20,Cust-835,3002,Headphones,Accessories,5,50,250,Bank Transfer,Completed,Australia,Australia
15031,2023-02-01,Cust-928,3004,Tablet,Electronics,2,300,600,PayPal,Completed,South Africa,Africa
15032,2023-07-14,Cust-284,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,India,Asia
15033,2023-09-17,Cust-204,3001,Laptop,Electronics,3,1000,3000,PayPal,Failed,UK,Europe
15034,2023-03-28,Cust-586,3001,Laptop,Electronics,1,1000,1000,Credit Card,Failed,USA,North America
15035,2023-09-13,Cust-965,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,Australia,Australia
15036,2023-12-07,Cust-111,3002,Headphones,Accessories,3,50,150,Credit Card,Failed,South Africa,Africa
15037,2023-04-21,Cust-19,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,Australia,Australia
15038,2023-05-02,Cust-469,3002,Headphones,Accessories,1,50,50,PayPal,Pending,Canada,North America
15039,2023-01-28,Cust-982,3002,Headphones,Accessories,2,50,100,PayPal,Failed,Canada,North America
15040,2023-11-28,Cust-956,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,Australia,Australia
15041,2023-04-21,Cust-422,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,USA,North America
15042,2023-07-29,Cust-80,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,USA,North America
15043,2023-01-25,Cust-552,3004,Tablet,Electronics,1,300,300,Credit Card,Completed,India,Asia
15044,2023-06-19,Cust-350,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,India,Asia
15045,2023-03-27,Cust-56,3002,Headphones,Accessories,3,50,150,PayPal,Pending,UK,Europe
15046,2023-06-09,Cust-13,3003,Smartphone,Electronics,1,700,700,Credit Card,Failed,Brazil,South America
15047,2023-08-08,Cust-284,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,USA,North America
15048,2023-09-19,Cust-40,3005,Smartwatch,Accessories,2,200,400,Credit Card,Completed,India,Asia
15049,2023-02-09,Cust-835,3004,Tablet,Electronics,1,300,300,PayPal,Completed,Japan,Asia
15050,2023-07-24,Cust-683,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,Japan,Asia
15051,2023-01-15,Cust-33,3004,Tablet,Electronics,3,300,900,Bank Transfer,Failed,UK,Europe
15052,2023-03-07,Cust-545,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,USA,North America
15053,2023-08-05,Cust-936,3003,Smartphone,Electronics,2,700,1400,PayPal,Failed,Canada,North America
15054,2023-07-10,Cust-719,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,France,Europe
15055,2023-07-27,Cust-609,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,Canada,North America
15056,2023-08-06,Cust-11,3001,Laptop,Electronics,3,1000,3000,Credit Card,Failed,Australia,Australia
15057,2023-12-25,Cust-914,3004,Tablet,Electronics,3,300,900,Bank Transfer,Failed,India,Asia
15058,2023-10-17,Cust-481,3002,Headphones,Accessories,1,50,50,Credit Card,Pending,India,Asia
15059,2023-07-05,Cust-95,3001,Laptop,Electronics,3,1000,3000,PayPal,Pending,France,Europe
15060,2023-02-10,Cust-4,3001,Laptop,Electronics,3,1000,3000,PayPal,Pending,Japan,Asia
15061,2023-08-27,Cust-522,3002,Headphones,Accessories,5,50,250,PayPal,Pending,Germany,Europe
15062,2023-06-20,Cust-106,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,Germany,Europe
15063,2023-07-23,Cust-891,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,Germany,Europe
15064,2023-03-10,Cust-775,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Failed,Canada,North America
